Date, Time,Heater setpoint,Heater temperature
14/11/2020,00:00:04.156,0.00,23.00
14/11/2020,00:00:14.158,0.00,23.00
14/11/2020,00:00:24.158,0.00,23.00
14/11/2020,00:00:34.658,0.00,23.00
14/11/2020,00:00:44.658,0.00,23.00
14/11/2020,00:00:54.659,0.00,23.00
14/11/2020,00:01:04.659,0.00,23.00
14/11/2020,00:01:15.158,0.00,23.00
14/11/2020,00:01:25.656,0.00,23.00
14/11/2020,00:01:35.656,0.00,23.00
14/11/2020,00:01:45.656,0.00,23.00
14/11/2020,00:01:56.157,0.00,23.00
14/11/2020,00:02:06.158,0.00,23.00
14/11/2020,00:02:16.658,0.00,23.00
14/11/2020,00:02:26.659,0.00,23.00
14/11/2020,00:02:37.157,0.00,23.00
14/11/2020,00:02:47.656,0.00,23.00
14/11/2020,00:02:57.657,0.00,23.00
14/11/2020,00:03:08.156,0.00,23.00
14/11/2020,00:03:18.157,0.00,23.00
14/11/2020,00:03:28.655,0.00,23.00
14/11/2020,00:03:38.655,0.00,23.00
14/11/2020,00:03:48.659,0.00,23.00
14/11/2020,00:03:59.156,0.00,23.00
14/11/2020,00:04:09.157,0.00,23.00
14/11/2020,00:04:19.657,0.00,23.00
14/11/2020,00:04:30.156,0.00,23.00
14/11/2020,00:04:40.157,0.00,23.00
14/11/2020,00:04:50.159,0.00,23.00
14/11/2020,00:05:00.658,0.00,23.00
14/11/2020,00:05:11.159,0.00,23.00
14/11/2020,00:05:21.657,0.00,23.00
14/11/2020,00:05:32.157,0.00,23.00
14/11/2020,00:05:42.658,0.00,23.00
14/11/2020,00:05:53.158,0.00,23.00
14/11/2020,00:06:03.659,0.00,23.00
14/11/2020,00:06:14.159,0.00,23.00
14/11/2020,00:06:24.657,0.00,23.00
14/11/2020,00:06:34.658,0.00,23.00
14/11/2020,00:06:44.658,0.00,23.00
14/11/2020,00:06:54.658,0.00,23.00
14/11/2020,00:07:05.158,0.00,23.00
14/11/2020,00:07:15.159,0.00,23.00
14/11/2020,00:07:25.659,0.00,23.00
14/11/2020,00:07:36.157,0.00,23.00
14/11/2020,00:07:46.157,0.00,23.00
14/11/2020,00:07:56.159,0.00,23.00
14/11/2020,00:08:06.657,0.00,23.00
14/11/2020,00:08:16.659,0.00,23.00
14/11/2020,00:08:27.156,0.00,23.00
14/11/2020,00:08:37.159,0.00,23.00
14/11/2020,00:08:47.658,0.00,23.00
14/11/2020,00:08:57.658,0.00,23.00
14/11/2020,00:09:07.659,0.00,23.00
14/11/2020,00:09:18.159,0.00,23.00
14/11/2020,00:09:28.660,0.00,23.00
14/11/2020,00:09:39.158,0.00,23.00
14/11/2020,00:09:49.657,0.00,23.00
14/11/2020,00:09:59.658,0.00,23.00
14/11/2020,00:10:10.158,0.00,23.00
14/11/2020,00:10:20.158,0.00,23.00
14/11/2020,00:10:30.658,0.00,23.00
14/11/2020,00:10:41.157,0.00,23.00
14/11/2020,00:10:51.157,0.00,23.00
14/11/2020,00:11:01.658,0.00,23.00
14/11/2020,00:11:12.158,0.00,23.00
14/11/2020,00:11:22.658,0.00,23.00
14/11/2020,00:11:32.658,0.00,23.00
14/11/2020,00:11:43.159,0.00,23.00
14/11/2020,00:11:53.659,0.00,23.00
14/11/2020,00:12:03.659,0.00,23.00
14/11/2020,00:12:14.159,0.00,23.00
14/11/2020,00:12:24.658,0.00,23.00
14/11/2020,00:12:35.158,0.00,23.00
14/11/2020,00:12:45.659,0.00,23.00
14/11/2020,00:12:56.158,0.00,23.00
14/11/2020,00:13:06.158,0.00,23.00
14/11/2020,00:13:16.158,0.00,23.00
14/11/2020,00:13:26.657,0.00,23.00
14/11/2020,00:13:36.658,0.00,23.00
14/11/2020,00:13:46.658,0.00,23.00
14/11/2020,00:13:57.159,0.00,23.00
14/11/2020,00:14:07.159,0.00,23.00
14/11/2020,00:14:17.159,0.00,23.00
14/11/2020,00:14:27.657,0.00,23.00
14/11/2020,00:14:37.658,0.00,23.00
14/11/2020,00:14:47.658,0.00,23.00
14/11/2020,00:14:58.157,0.00,23.00
14/11/2020,00:15:08.158,0.00,23.00
14/11/2020,00:15:18.158,0.00,23.00
14/11/2020,00:15:28.658,0.00,23.00
14/11/2020,00:15:39.157,0.00,23.00
14/11/2020,00:15:49.159,0.00,23.00
14/11/2020,00:15:59.657,0.00,23.00
14/11/2020,00:16:09.659,0.00,23.00
14/11/2020,00:16:20.158,0.00,23.00
14/11/2020,00:16:30.658,0.00,23.00
14/11/2020,00:16:40.658,0.00,23.00
14/11/2020,00:16:50.658,0.00,22.00
14/11/2020,00:17:00.658,0.00,23.00
14/11/2020,00:17:10.659,0.00,23.00
14/11/2020,00:17:20.659,0.00,22.00
14/11/2020,00:17:31.157,0.00,22.00
14/11/2020,00:17:41.158,0.00,22.00
14/11/2020,00:17:51.159,0.00,22.00
14/11/2020,00:18:01.659,0.00,22.00
14/11/2020,00:18:11.659,0.00,22.00
14/11/2020,00:18:21.660,0.00,23.00
14/11/2020,00:18:32.158,0.00,23.00
14/11/2020,00:18:42.159,0.00,23.00
14/11/2020,00:18:52.657,0.00,23.00
14/11/2020,00:19:02.657,0.00,23.00
14/11/2020,00:19:12.660,0.00,23.00
14/11/2020,00:19:23.157,0.00,22.00
14/11/2020,00:19:33.158,0.00,22.00
14/11/2020,00:19:43.657,0.00,23.00
14/11/2020,00:19:53.659,0.00,22.00
14/11/2020,00:20:03.660,0.00,23.00
14/11/2020,00:20:14.158,0.00,23.00
14/11/2020,00:20:24.158,0.00,23.00
14/11/2020,00:20:34.158,0.00,23.00
14/11/2020,00:20:44.160,0.00,23.00
14/11/2020,00:20:54.658,0.00,23.00
14/11/2020,00:21:04.660,0.00,23.00
14/11/2020,00:21:15.159,0.00,23.00
14/11/2020,00:21:25.657,0.00,23.00
14/11/2020,00:21:35.657,0.00,23.00
14/11/2020,00:21:45.658,0.00,23.00
14/11/2020,00:21:55.658,0.00,22.00
14/11/2020,00:22:05.659,0.00,22.00
14/11/2020,00:22:16.157,0.00,23.00
14/11/2020,00:22:26.157,0.00,23.00
14/11/2020,00:22:36.157,0.00,23.00
14/11/2020,00:22:46.659,0.00,23.00
14/11/2020,00:22:57.159,0.00,23.00
14/11/2020,00:23:07.659,0.00,23.00
14/11/2020,00:23:17.659,0.00,23.00
14/11/2020,00:23:27.660,0.00,23.00
14/11/2020,00:23:38.157,0.00,23.00
14/11/2020,00:23:48.158,0.00,23.00
14/11/2020,00:23:58.158,0.00,23.00
14/11/2020,00:24:08.159,0.00,22.00
14/11/2020,00:24:18.659,0.00,22.00
14/11/2020,00:24:29.160,0.00,23.00
14/11/2020,00:24:39.657,0.00,22.00
14/11/2020,00:24:49.658,0.00,22.00
14/11/2020,00:24:59.659,0.00,22.00
14/11/2020,00:25:10.159,0.00,22.00
14/11/2020,00:25:20.159,0.00,22.00
14/11/2020,00:25:30.159,0.00,22.00
14/11/2020,00:25:40.159,0.00,22.00
14/11/2020,00:25:50.658,0.00,22.00
14/11/2020,00:26:01.160,0.00,22.00
14/11/2020,00:26:11.658,0.00,22.00
14/11/2020,00:26:21.659,0.00,22.00
14/11/2020,00:26:31.659,0.00,22.00
14/11/2020,00:26:41.659,0.00,22.00
14/11/2020,00:26:52.158,0.00,22.00
14/11/2020,00:27:02.658,0.00,22.00
14/11/2020,00:27:13.158,0.00,22.00
14/11/2020,00:27:23.158,0.00,22.00
14/11/2020,00:27:33.657,0.00,22.00
14/11/2020,00:27:43.658,0.00,22.00
14/11/2020,00:27:54.158,0.00,22.00
14/11/2020,00:28:04.159,0.00,22.00
14/11/2020,00:28:14.657,0.00,22.00
14/11/2020,00:28:24.659,0.00,22.00
14/11/2020,00:28:35.158,0.00,22.00
14/11/2020,00:28:45.158,0.00,22.00
14/11/2020,00:28:55.159,0.00,22.00
14/11/2020,00:29:05.658,0.00,22.00
14/11/2020,00:29:15.659,0.00,22.00
14/11/2020,00:29:26.159,0.00,22.00
14/11/2020,00:29:36.160,0.00,22.00
14/11/2020,00:29:46.658,0.00,22.00
14/11/2020,00:29:57.157,0.00,22.00
14/11/2020,00:30:07.158,0.00,22.00
14/11/2020,00:30:17.658,0.00,22.00
14/11/2020,00:30:27.658,0.00,22.00
14/11/2020,00:30:38.160,0.00,22.00
14/11/2020,00:30:48.658,0.00,22.00
14/11/2020,00:30:58.658,0.00,22.00
14/11/2020,00:31:09.160,0.00,22.00
14/11/2020,00:31:19.160,0.00,22.00
14/11/2020,00:31:29.661,0.00,22.00
14/11/2020,00:31:40.159,0.00,22.00
14/11/2020,00:31:50.658,0.00,22.00
14/11/2020,00:32:00.658,0.00,22.00
14/11/2020,00:32:10.659,0.00,22.00
14/11/2020,00:32:21.158,0.00,22.00
14/11/2020,00:32:31.158,0.00,22.00
14/11/2020,00:32:41.658,0.00,22.00
14/11/2020,00:32:52.157,0.00,22.00
14/11/2020,00:33:02.158,0.00,22.00
14/11/2020,00:33:12.158,0.00,22.00
14/11/2020,00:33:22.158,0.00,22.00
14/11/2020,00:33:32.159,0.00,22.00
14/11/2020,00:33:42.659,0.00,22.00
14/11/2020,00:33:52.659,0.00,22.00
14/11/2020,00:34:03.158,0.00,22.00
14/11/2020,00:34:13.158,0.00,22.00
14/11/2020,00:34:23.657,0.00,22.00
14/11/2020,00:34:33.658,0.00,22.00
14/11/2020,00:34:43.658,0.00,22.00
14/11/2020,00:34:53.659,0.00,22.00
14/11/2020,00:35:04.158,0.00,22.00
14/11/2020,00:35:14.158,0.00,22.00
14/11/2020,00:35:24.657,0.00,22.00
14/11/2020,00:35:34.657,0.00,22.00
14/11/2020,00:35:44.658,0.00,22.00
14/11/2020,00:35:54.660,0.00,22.00
14/11/2020,00:36:05.157,0.00,22.00
14/11/2020,00:36:15.157,0.00,22.00
14/11/2020,00:36:25.158,0.00,22.00
14/11/2020,00:36:35.159,0.00,22.00
14/11/2020,00:36:45.658,0.00,22.00
14/11/2020,00:36:55.659,0.00,22.00
14/11/2020,00:37:05.659,0.00,22.00
14/11/2020,00:37:16.158,0.00,22.00
14/11/2020,00:37:26.159,0.00,22.00
14/11/2020,00:37:36.159,0.00,22.00
14/11/2020,00:37:46.657,0.00,22.00
14/11/2020,00:37:56.657,0.00,22.00
14/11/2020,00:38:06.660,0.00,22.00
14/11/2020,00:38:17.159,0.00,22.00
14/11/2020,00:38:27.659,0.00,22.00
14/11/2020,00:38:38.159,0.00,22.00
14/11/2020,00:38:48.659,0.00,22.00
14/11/2020,00:38:59.157,0.00,22.00
14/11/2020,00:39:09.158,0.00,22.00
14/11/2020,00:39:19.656,0.00,22.00
14/11/2020,00:39:29.658,0.00,22.00
14/11/2020,00:39:40.157,0.00,22.00
14/11/2020,00:39:50.157,0.00,22.00
14/11/2020,00:40:00.658,0.00,22.00
14/11/2020,00:40:11.158,0.00,22.00
14/11/2020,00:40:21.158,0.00,22.00
14/11/2020,00:40:31.159,0.00,22.00
14/11/2020,00:40:41.657,0.00,22.00
14/11/2020,00:40:51.658,0.00,22.00
14/11/2020,00:41:02.158,0.00,22.00
14/11/2020,00:41:12.158,0.00,22.00
14/11/2020,00:41:22.158,0.00,22.00
14/11/2020,00:41:32.657,0.00,22.00
14/11/2020,00:41:43.157,0.00,22.00
14/11/2020,00:41:53.657,0.00,22.00
14/11/2020,00:42:04.157,0.00,22.00
14/11/2020,00:42:14.659,0.00,22.00
14/11/2020,00:42:25.156,0.00,22.00
14/11/2020,00:42:35.158,0.00,22.00
14/11/2020,00:42:45.158,0.00,22.00
14/11/2020,00:42:55.658,0.00,22.00
14/11/2020,00:43:05.659,0.00,22.00
14/11/2020,00:43:16.156,0.00,22.00
14/11/2020,00:43:26.159,0.00,22.00
14/11/2020,00:43:36.658,0.00,22.00
14/11/2020,00:43:47.157,0.00,22.00
14/11/2020,00:43:57.658,0.00,22.00
14/11/2020,00:44:08.157,0.00,22.00
14/11/2020,00:44:18.158,0.00,22.00
14/11/2020,00:44:28.658,0.00,22.00
14/11/2020,00:44:39.158,0.00,22.00
14/11/2020,00:44:49.158,0.00,22.00
14/11/2020,00:44:59.658,0.00,22.00
14/11/2020,00:45:10.159,0.00,22.00
14/11/2020,00:45:20.655,0.00,22.00
14/11/2020,00:45:30.656,0.00,22.00
14/11/2020,00:45:40.659,0.00,22.00
14/11/2020,00:45:51.157,0.00,22.00
14/11/2020,00:46:01.158,0.00,22.00
14/11/2020,00:46:11.658,0.00,22.00
14/11/2020,00:46:22.156,0.00,22.00
14/11/2020,00:46:32.157,0.00,22.00
14/11/2020,00:46:42.157,0.00,22.00
14/11/2020,00:46:52.158,0.00,22.00
14/11/2020,00:47:02.658,0.00,22.00
14/11/2020,00:47:13.158,0.00,22.00
14/11/2020,00:47:23.160,0.00,22.00
14/11/2020,00:47:33.658,0.00,22.00
14/11/2020,00:47:44.158,0.00,22.00
14/11/2020,00:47:54.657,0.00,22.00
14/11/2020,00:48:05.156,0.00,22.00
14/11/2020,00:48:15.159,0.00,22.00
14/11/2020,00:48:25.657,0.00,22.00
14/11/2020,00:48:35.658,0.00,22.00
14/11/2020,00:48:45.658,0.00,22.00
14/11/2020,00:48:56.157,0.00,22.00
14/11/2020,00:49:06.157,0.00,22.00
14/11/2020,00:49:16.157,0.00,22.00
14/11/2020,00:49:26.659,0.00,22.00
14/11/2020,00:49:37.158,0.00,22.00
14/11/2020,00:49:47.158,0.00,22.00
14/11/2020,00:49:57.658,0.00,22.00
14/11/2020,00:50:07.658,0.00,22.00
14/11/2020,00:50:17.660,0.00,22.00
14/11/2020,00:50:28.157,0.00,22.00
14/11/2020,00:50:38.158,0.00,22.00
14/11/2020,00:50:48.657,0.00,22.00
14/11/2020,00:50:59.158,0.00,22.00
14/11/2020,00:51:09.159,0.00,22.00
14/11/2020,00:51:19.658,0.00,22.00
14/11/2020,00:51:30.158,0.00,22.00
14/11/2020,00:51:40.158,0.00,22.00
