Date, Time,Heater setpoint,Heater temperature
16/01/2021,00:00:00.663,0.00,54.10
16/01/2021,00:00:10.665,0.00,54.00
16/01/2021,00:00:21.163,0.00,54.00
16/01/2021,00:00:31.665,0.00,53.90
16/01/2021,00:00:42.163,0.00,53.80
16/01/2021,00:00:52.665,0.00,53.70
16/01/2021,00:01:03.164,0.00,53.60
16/01/2021,00:01:13.663,0.00,53.60
16/01/2021,00:01:23.664,0.00,53.50
16/01/2021,00:01:33.664,0.00,53.40
16/01/2021,00:01:44.162,0.00,53.30
16/01/2021,00:01:54.163,0.00,53.20
16/01/2021,00:02:04.164,0.00,53.20
16/01/2021,00:02:14.663,0.00,53.10
16/01/2021,00:02:25.164,0.00,53.00
16/01/2021,00:02:35.164,0.00,53.00
16/01/2021,00:02:45.662,0.00,52.90
16/01/2021,00:02:55.663,0.00,52.80
16/01/2021,00:03:06.163,0.00,52.80
16/01/2021,00:03:16.164,0.00,52.70
16/01/2021,00:03:26.165,0.00,52.60
16/01/2021,00:03:36.663,0.00,52.50
16/01/2021,00:03:46.664,0.00,52.50
16/01/2021,00:03:57.163,0.00,52.40
16/01/2021,00:04:07.663,0.00,52.30
16/01/2021,00:04:18.164,0.00,52.20
16/01/2021,00:04:28.662,0.00,52.20
16/01/2021,00:04:38.663,0.00,52.10
16/01/2021,00:04:48.663,0.00,52.00
16/01/2021,00:04:59.163,0.00,52.00
16/01/2021,00:05:09.663,0.00,51.90
16/01/2021,00:05:19.664,0.00,51.80
16/01/2021,00:05:30.164,0.00,51.80
16/01/2021,00:05:40.664,0.00,51.70
16/01/2021,00:05:50.665,0.00,51.60
16/01/2021,00:06:01.162,0.00,51.60
16/01/2021,00:06:11.163,0.00,51.50
16/01/2021,00:06:21.663,0.00,51.40
16/01/2021,00:06:31.663,0.00,51.40
16/01/2021,00:06:41.663,0.00,51.30
16/01/2021,00:06:52.163,0.00,51.20
16/01/2021,00:07:02.164,0.00,51.20
16/01/2021,00:07:12.164,0.00,51.10
16/01/2021,00:07:22.662,0.00,51.00
16/01/2021,00:07:32.663,0.00,51.00
16/01/2021,00:07:42.663,0.00,50.90
16/01/2021,00:07:53.163,0.00,50.80
16/01/2021,00:08:03.164,0.00,50.80
16/01/2021,00:08:13.663,0.00,50.70
16/01/2021,00:08:23.663,0.00,50.60
16/01/2021,00:08:34.163,0.00,50.60
16/01/2021,00:08:44.163,0.00,50.50
16/01/2021,00:08:54.664,0.00,50.40
16/01/2021,00:09:05.163,0.00,50.40
16/01/2021,00:09:15.163,0.00,50.30
16/01/2021,00:09:25.165,0.00,50.20
16/01/2021,00:09:35.663,0.00,50.20
16/01/2021,00:09:46.163,0.00,50.10
16/01/2021,00:09:56.664,0.00,50.00
16/01/2021,00:10:07.164,0.00,50.00
16/01/2021,00:10:17.662,0.00,49.90
16/01/2021,00:10:27.665,0.00,49.80
16/01/2021,00:10:38.163,0.00,49.80
16/01/2021,00:10:48.663,0.00,49.70
16/01/2021,00:10:58.663,0.00,49.60
16/01/2021,00:11:09.164,0.00,49.60
16/01/2021,00:11:19.663,0.00,49.50
